UpDown.mean,UpDown.median,UpDown.var,UpDown.sd,UpDown.mad,Degrees.mean,Degrees.median,Degrees.var,Degrees.sd,Degrees.mad,Magnitude.sum,Magnitude.mean,Magnitude.energy,Activity
-12.3197291,-9.104142013,369.1645362,19.21365494,12.29501515,62.5981417,62,570.6755314,23.88881603,16.3086,898.0385706,1.043018084,0.00116144,active
12.28603221,11.83410867,193.9967531,13.92827172,3.100361026,113.2586873,115,92.11727302,9.597774378,5.9304,822.2910197,1.058289601,0.001287001,active
14.64832002,17.97682116,415.1815579,20.37600446,10.53377673,159.3122066,155,1120.722624,33.47719558,22.239,871.7925542,1.023230697,0.001173709,active
12.98168546,16.64068345,203.0970638,14.25121271,10.09997274,170.3884977,173,405.685555,20.14163735,14.826,860.0520128,1.009450719,0.001173709,active
15.44979856,15.25744445,199.6754687,14.13065705,12.23844898,159.2028986,168,1616.84058,40.20995623,38.5476,69.39316402,1.005698029,0.014492754,active
-28.38498887,-31.98769819,1917.897771,43.79380973,54.62660519,169.329932,176,4212.267222,64.90198165,40.0302,1272.909576,1.082406102,0.00085034,active
-0.409094529,-31.36339948,3222.509364,56.76715039,35.43008615,120.5,125,2906.534483,53.91228508,66.717,33.31698647,1.110566216,0.033333333,active
39.34688911,58.10319403,1803.438938,42.4669158,31.57021552,158.0972222,162,1716.22887,41.42739275,36.3237,1091.805391,1.083140269,0.000992063,active
-29.06483393,-26.56458656,1378.887676,37.13337684,45.19543283,174.0093063,180,3873.199744,62.23503631,45.9606,1275.112916,1.078775733,0.000846024,active
31.93743752,22.74010309,676.8646041,26.01662169,11.64362767,141.4444444,154,2275.572327,47.70295931,57.0801,54.41882339,1.007755989,0.018518519,active
-6.358271395,-17.8968283,284.0961775,16.85515285,6.702082223,163.4243354,159,537.7573192,23.18959506,11.8608,992.8143943,1.015147642,0.001022495,active
10.39262379,1.770492247,247.2087001,15.72287188,4.506870236,169.3305085,166,551.6869321,23.48801678,16.3086,712.7560127,1.006717532,0.001412429,active
19.73441804,28.93940131,284.9878053,16.88158184,7.957996124,148.557047,143,799.4945024,28.27533382,23.7216,914.3352645,1.022746381,0.001118568,active
32.4313079,40.54554941,347.504403,18.64146998,8.151818497,147.775076,115,3816.991954,61.78180925,32.6172,1001.71396,1.014907761,0.001013171,active
24.79623741,21.7279897,215.025319,14.66374164,14.43839636,209.3940678,230,1697.684661,41.20296908,19.2738,697.7155903,0.985473998,0.001412429,active
37.82974069,40.99748619,184.202281,13.57211409,12.71354914,160.3233666,158,726.2589545,26.94919209,17.7912,914.1559223,1.012354288,0.00110742,active
-37.54317283,-57.67141586,2195.955839,46.86102687,29.85267406,159.5540335,179,6274.418189,79.21122514,56.3388,740.0514077,1.126410057,0.00152207,active
-43.90211786,-57.43425056,1363.404941,36.92431368,25.95401121,155.9837758,195,11886.7309,109.0262854,63.7518,769.241813,1.134574945,0.001474926,active
-55.16040463,-66.40787693,1036.875878,32.20055711,21.05213541,159.0345345,184.5,7488.361212,86.53531771,49.6671,811.4139022,1.218339193,0.001501502,active
-55.44938069,-65.36659884,875.6607549,29.5915656,19.13733159,147.9863636,176,7895.160664,88.85471661,58.5627,916.80905,1.389104621,0.001515152,active
-54.36119133,-64.60103796,1099.191879,33.15406278,22.27480913,154.2024353,176,7601.725726,87.18787603,60.7866,851.3251766,1.295776525,0.00152207,active
45.94837554,62.46073384,1531.294031,39.13175221,20.53361195,165.2081448,187,5890.412804,76.74902477,48.9258,767.6496051,1.157842542,0.001508296,active
-28.08877485,-26.33214509,584.6538046,24.17961548,17.52335001,133.6013925,144,2009.792193,44.83070592,28.1694,1199.624044,1.04405922,0.000870322,active
26.61777073,28.53840223,665.6156623,25.79952834,14.46856067,120.6953873,120,2623.816538,51.22320312,40.0302,1197.77299,1.042448207,0.000870322,active
15.9040585,19.56525518,200.8024855,14.17047937,1.148441369,27.61861111,-8,5767.242388,75.94236227,1.4826,3629.180523,1.008105701,0.000277778,active
13.33983734,11.02949609,189.2250904,13.75591111,6.208366219,142.460251,124,1380.924745,37.1607958,16.3086,735.9051293,1.026366986,0.0013947,active
49.29457228,62.87761379,771.3184491,27.77262049,0.826249005,44.28916667,8,5627.493742,75.0166231,2.9652,3612.787629,1.003552119,0.000277778,active
15.00130258,14.35941122,44.485513,6.669746097,3.761759732,166.5418381,157,661.4463928,25.71860013,17.7912,738.1641767,1.012570887,0.001371742,active
-7.616857625,-11.07660869,244.1126532,15.62410488,5.712302449,120.1512821,110,984.7909483,31.38137901,13.3434,814.3405019,1.044026285,0.001282051,active
21.32042313,35.97478717,2357.473012,48.55381563,23.92165209,147.6180952,146,1533.511779,39.16007889,31.1346,1071.460898,1.02043895,0.000952381,active
-5.109598079,-1.545677411,710.3439582,26.65227867,7.841573047,164.1397849,169,2604.315869,51.03249816,42.9954,1128.496817,1.011197865,0.000896057,active
-2.386849512,-5.579957508,209.8880313,14.48751294,8.54787726,95.84230769,93,811.7222129,28.49073907,11.8608,821.6640625,1.053415465,0.001282051,active
2.421523394,4.723743349,593.9109957,24.3702892,12.63508336,164.9177958,178,2325.066473,48.2189431,22.239,1107.025958,1.000023449,0.000903342,active
-10.01264377,20.97715835,2400.185965,48.99169281,22.68605317,171.2681992,181,4024.34986,63.43776368,59.304,1047.14382,1.003011322,0.000957854,active
-15.01811778,-27.48903536,1173.532158,34.25685564,14.70020775,129.3357576,126,1340.808247,36.61704858,11.8608,863.2022765,1.04630579,0.001212121,active
-24.83500123,-24.5666108,205.3167249,14.32887731,6.948431488,104.2744311,98,1055.250324,32.48461673,8.8956,788.0497326,1.054952788,0.001338688,active
-16.06517978,-14.17778278,708.1673345,26.61141361,25.14737556,104.7580438,95,1372.570248,37.04821518,19.2738,814.4493573,1.048197371,0.001287001,active
-22.66604884,-25.78922344,603.3488094,24.5631596,9.437083402,136.468599,138,1338.258989,36.5822223,19.2738,852.8370646,1.029996455,0.001207729,active
-22.16840334,-25.11250935,271.3355766,16.47226689,13.30357244,113.1904762,109,978.5649953,31.28202352,16.3086,802.7159219,1.061793547,0.001322751,active
-13.3874405,-16.27457899,856.0594361,29.2584934,15.68285255,122.4105534,119,1374.172724,37.06983576,22.239,812.8565927,1.046147481,0.001287001,active
18.43164111,30.71513872,592.2173144,24.33551549,4.940750332,169.4303483,174,551.3562883,23.48097716,11.8608,809.4420614,1.006768733,0.001243781,active
11.30362186,6.866392978,283.4804563,16.83687787,6.095773853,136.6192469,152,2114.529406,45.9840125,11.8608,741.1637322,1.033701161,0.0013947,active
25.19403737,32.05240812,510.7674416,22.60016464,16.31721619,122.5555556,127,1333.030705,36.51069302,19.2738,523.0424053,1.03778255,0.001984127,active
24.98606553,28.53917435,111.753852,10.57136945,3.023806566,199.7677903,200,1236.151011,35.15893928,7.413,789.5546786,0.985711209,0.001248439,active
30.00332153,31.82336996,243.2280684,15.59577085,5.49465679,214.1153305,234,4182.178229,64.66976287,8.8956,696.137905,0.979096913,0.00140647,active
32.9567602,46.8708364,547.8118565,23.40538093,9.603600935,194.8533333,196,1051.026158,32.41953358,20.7564,519.3624272,0.989261766,0.001904762,active
-3.268387374,-2.630473168,2217.313759,47.08836119,50.61076551,155.8023256,200,10815.56889,103.9979274,69.6822,1154.352021,1.49141088,0.00129199,active
-1.688563049,-1.829863669,2237.83019,47.30570991,54.27669361,149.7675963,185,6901.721183,83.07659829,38.5476,1135.891082,1.508487493,0.001328021,active
-1.436972335,-1.843439102,2289.045318,47.84396846,56.75805855,141.1358025,178,7561.370269,86.95613991,51.891,1115.786224,1.530570951,0.001371742,active
-12.26827035,-20.04731987,2333.432678,48.30561746,49.25153666,135.6706192,184,9426.725138,97.0913237,62.2692,1322.477529,1.742394636,0.001317523,active
-5.356935726,-14.03522611,2371.7296,48.70040657,46.41943908,141.3124183,180,7015.759597,83.76013131,41.5128,1321.054213,1.726868253,0.00130719,active
-13.50190169,-22.06745931,1886.818072,43.43751917,38.89346549,147.8582996,189,7562.527191,86.96279199,32.6172,1272.831535,1.71772137,0.001349528,active
-9.300626097,-11.99890401,172.3136937,13.12683106,6.888568899,118.1764706,118,716.7906938,26.77294705,10.3782,748.6836798,1.048576582,0.00140056,active
-6.114495961,-8.046797287,311.0888315,17.6377105,17.28335573,103.6260763,95,549.7688758,23.4471507,7.413,856.5858949,1.053611187,0.001230012,active
-20.01430882,-25.66726294,248.7728695,15.77253529,4.678277942,87.06888069,82,611.3179097,24.72484398,11.8608,862.8484472,1.061314203,0.001230012,active
3.671427082,6.607982388,267.6774032,16.36084971,9.815065727,133.3233618,128,1263.294717,35.54285747,13.3434,723.5707589,1.030727577,0.001424501,active
-3.625150099,-8.837521442,430.7712472,20.75502944,15.83251492,165.9606396,171,406.9220942,20.17231009,4.4478,819.8085542,1.008374605,0.001230012,active
-0.490695941,-0.869363964,153.8917582,12.40531169,11.6336315,119.5404412,114,1140.300203,33.76833136,19.2738,853.0238219,1.045372331,0.00122549,active
-6.779972696,-11.25999617,534.3794948,23.11664973,1.18016184,145.4259928,148,995.3821669,31.54967776,1.4826,864.4554422,1.040259257,0.001203369,sleep
-7.433275145,-5.828712145,447.1301044,21.14545115,1.95225889,147.4412568,146,770.3317018,27.75485006,1.4826,760.0548121,1.038326246,0.00136612,sleep
6.742820762,14.64674406,272.7951737,16.51651215,13.71271197,189.3425,176,313.1582933,17.69627908,7.413,3533.7365,0.981593472,0.000277778,sleep
8.268001993,16.48143758,602.9320758,24.55467523,1.220869985,70.09987966,27,4488.923747,66.99943095,1.4826,853.4494067,1.02701493,0.001203369,sleep
17.45558054,17.32780987,5.420479193,2.328192259,3.090794569,16.23305556,30,558.7567286,23.63803563,16.3086,3658.979546,1.016383207,0.000277778,sleep
15.84600658,21.86857546,644.3896431,25.38483097,0.588987544,34.8879892,12,3476.667166,58.96326964,1.4826,762.6168391,1.029172522,0.001349528,sleep
-30.00866377,-47.62623237,1543.635649,39.28912889,34.8875892,190.3205742,195,1530.991317,39.12788414,19.2738,629.0443535,1.003260532,0.001594896,active
-34.25853284,-43.8113095,2477.25418,49.77202206,55.90116841,156.289272,161,1724.655125,41.5289673,40.0302,532.9492623,1.020975598,0.001915709,active
-40.71988305,-44.81101496,353.5212195,18.80215997,5.450590778,199.8853695,214,2757.086538,52.50796642,8.8956,655.3166326,0.988411211,0.001508296,active
12.60120347,19.47160913,995.9244406,31.55827056,15.86575488,149.4753086,201.5,16489.17404,128.4101789,64.4931,634.9183503,0.979812269,0.00154321,active
-30.97851173,-56.24306903,2380.280383,48.78811723,28.21332202,143.1878453,143,2455.10856,49.54905206,45.9606,546.6255477,1.006676883,0.001841621,active
-38.86742182,-40.18298902,227.160686,15.07185078,6.337559928,185.9968847,196,2038.50233,45.14977664,11.8608,633.2966597,0.986443395,0.001557632,active
10.16094776,10.97831406,568.7788427,23.84908473,14.70479308,83.26131687,108,6256.57016,79.09848393,53.3736,1020.460476,1.049856457,0.001028807,active
-22.43501658,-20.30382132,1279.299138,35.76729146,36.12499936,95.94189017,93,2863.829848,53.5147629,37.065,1946.330804,1.242867691,0.00063857,active
2.027468677,2.866238756,1638.010224,40.472339,40.5831442,78.82180851,73,4654.787208,68.22600097,60.7866,1405.874772,1.246342883,0.000886525,active
13.96790603,11.54652995,647.288937,25.44187369,13.00487209,81.37218814,117.5,7318.913535,85.55064894,51.1497,1010.451234,1.033181221,0.001022495,active
-16.15458727,-12.58980361,1474.271227,38.39623976,41.49513772,116.2705957,121.5,4654.150574,68.22133518,63.0105,1926.522779,1.220863611,0.000633714,active
4.935360539,7.553806437,1834.166192,42.82716651,45.82401802,67.0132626,64,4898.652036,69.99037103,54.8562,1361.171323,1.203511338,0.000884173,active
13.15060409,15.16062191,1177.592041,34.31606097,45.93873205,113.4600551,108,1536.714954,39.20095603,22.9803,752.3662555,1.036317156,0.00137741,active
25.26916588,27.07034791,104.5105597,10.22304063,3.845567766,83.5047619,73,1230.571519,35.07950284,14.826,660.9511774,1.049128853,0.001587302,active
41.33801251,42.33310661,138.7500677,11.77922186,1.800384279,115.510929,117,453.5716998,21.29722282,8.8956,757.3849811,1.034678936,0.00136612,active
13.17894026,2.692210508,1047.812969,32.36993928,33.53202837,97.87568306,120,2154.407233,46.41559256,57.8214,757.2031938,1.034430593,0.00136612,active
-22.12412116,-29.72498868,609.9573256,24.69731414,1.732890119,108.8835726,114,867.9049534,29.46022663,2.9652,654.4733033,1.043817071,0.001594896,active
-19.18524573,-25.07207328,240.3150637,15.50209869,4.136489023,97.70096022,93,869.003859,29.4788714,4.4478,768.5975934,1.054317686,0.001371742,active
2.391530691,7.886526668,677.8539133,26.03562777,11.97750753,129.6144781,129,1610.368829,40.12940105,40.0302,619.7882684,1.043414593,0.001683502,active
7.481420166,19.07428112,921.4988927,30.35620023,3.028346458,125.0706402,108,1565.464025,39.56594527,5.9304,473.9956483,1.04634801,0.002207506,active
-29.8767713,-32.50599575,562.2403549,23.71160802,2.545936909,115.3368421,114,456.3608547,21.36260412,10.3782,584.614025,1.02563864,0.001754386,active
41.22637418,64.27696196,2276.199197,47.70952942,10.71242719,162.5642702,168,1478.298808,38.44865157,20.7564,471.3056744,1.026809748,0.002178649,active
42.46582938,60.31901532,1535.43737,39.18465733,12.03309205,178.85,179,2272.845576,47.67437022,29.652,607.5878998,1.0126465,0.001666667,active
59.65006668,72.98450108,1485.826796,38.54642391,10.79143073,109.9878472,112,2753.121591,52.47019717,38.5476,586.0367277,1.017424875,0.001736111,active
-21.94598046,-22.36165473,71.02023588,8.427350466,2.731218022,139.2417417,142,842.7098941,29.02946596,5.9304,688.8483633,1.034306852,0.001501502,active
-8.738513079,-3.60865855,195.1089773,13.96814151,15.83122055,126.1785216,135,1054.350767,32.47076789,44.478,744.0360608,1.037707198,0.0013947,active
11.44886308,7.985387497,226.4506492,15.04827728,2.589635269,101.7833333,96,795.7860918,28.20968082,2.9652,751.8548256,1.044242813,0.001388889,active
-15.47652998,-16.35287738,88.80775677,9.423786753,1.960924672,127.0792227,125,324.6778461,18.01881922,2.9652,690.1501331,1.031614549,0.001494768,active
-0.854918674,4.562291558,323.4273355,17.98408562,19.04598293,142.5110193,132,989.7784991,31.46074537,20.7564,740.3079613,1.019707936,0.00137741,active
12.37488232,12.3525211,323.400811,17.98334816,1.304924974,86.01106501,88,1603.285196,40.04104389,1.4826,751.1117556,1.038882096,0.001383126,active
-18.70639398,-17.17034855,2217.89532,47.09453599,67.30039507,147.4400331,196,14250.98502,119.3774896,68.1996,1227.171502,1.015030192,0.00082713,active
-9.679392886,6.704433969,2277.69559,47.72520917,52.85909953,178.5606061,206,8557.466529,92.5065756,35.5824,942.9571638,1.020516411,0.001082251,active
-51.70395406,-72.97177362,1698.531459,41.21324373,9.216831922,179.3868687,199,5884.431577,76.71004873,53.3736,1035.075366,1.045530672,0.001010101,active
-7.74754713,-8.019314815,242.9473934,15.58676982,1.353922139,101.441701,102,274.6617751,16.57292295,4.4478,762.9871149,1.046621557,0.001371742,active
-22.8637451,-9.396632778,1279.484606,35.76988407,26.39311843,190.6247312,208,5031.141045,70.93053676,42.9954,940.1020697,1.010862441,0.001075269,active
-50.51830556,-70.28197561,1663.201431,40.78236666,13.19745676,144.366768,159,7572.709158,87.02131439,59.304,1017.38113,1.030781287,0.001013171,active
-10.47416686,-10.06170895,198.6725251,14.09512416,6.229766996,144.7783251,148,580.4984768,24.093536,19.2738,628.752145,1.032433736,0.001642036,active
-5.409449164,0.661372394,224.3500646,14.97831982,5.093133908,177.0659722,194,1274.25651,35.69672968,20.7564,577.1435828,1.001985387,0.001736111,active
-9.481976026,-15.31130592,328.791492,18.13260853,8.248121179,120.4360269,105,1661.123219,40.75687941,13.3434,618.559312,1.041345643,0.001683502,active
2.406823518,-1.168019378,151.7886532,12.32025378,1.030382773,202.9123711,220,2215.202291,47.06593557,4.4478,567.8119159,0.975621849,0.001718213,active
-34.40355028,-46.02892708,1327.557965,36.43566886,32.79048593,139.9681373,164.5,7068.425977,84.07393162,51.1497,1051.998205,1.289213487,0.00122549,active
-37.58434801,-46.21186559,1014.48988,31.85105776,30.75005087,115,147,9358.495364,96.73931654,47.4432,1001.586307,1.324849612,0.001322751,active
0.029506414,-29.93241588,4290.861539,65.50466807,63.63723045,127.1320554,128,3263.225613,57.12464979,57.8214,1103.546142,1.175235507,0.001064963,active
-33.52459593,-43.59011036,1320.873928,36.3438293,35.07301816,139.2377451,158,7167.886966,84.66337441,48.9258,1193.199706,1.462254541,0.00122549,active
-22.61840467,-38.90101615,2481.129745,49.81094001,40.53757789,124.3858268,141,4726.124267,68.74681277,50.4084,1131.87146,1.485395616,0.001312336,active
2.959553006,-18.6984502,3987.433519,63.1461283,75.21667618,123.7571885,106,3458.043325,58.80513009,51.891,1251.911048,1.333238603,0.001064963,active
-3.24554234,-4.883201703,127.8689451,11.30791515,4.445994439,106.4089347,103,274.644877,16.57241313,11.8608,618.6396521,1.062954729,0.001718213,active
15.73296527,14.6683058,100.397205,10.01984057,5.78886875,127.4893617,129,98.50610332,9.925024097,2.9652,582.6445492,1.033057711,0.00177305,active
-11.67814267,-12.13885286,89.74198637,9.473224708,3.804968575,119.4474886,121,248.5677414,15.76603125,5.9304,690.5653756,1.051088852,0.00152207,active
1.560463218,0.344568582,90.96214433,9.537407632,3.28491902,146.838565,150,202.6385704,14.23511751,5.9304,686.3100475,1.02587451,0.001494768,active
5.685073521,-2.551861704,887.4535905,29.79015929,6.05825098,104.6470588,103,1126.357968,33.56125694,8.8956,905.9369142,1.044909936,0.001153403,active
1.100334501,-7.392974793,935.3944863,30.58421956,7.707558256,125.9436782,137,1796.202808,42.38163291,4.4478,901.878869,1.036642378,0.001149425,active
-5.388241515,-20.37529652,1504.717882,38.79069324,15.05967594,133.9939759,132,1721.885391,41.49560689,50.4084,1024.609168,1.028724064,0.001004016,active
-17.2292466,-21.04215628,619.7524269,24.89482731,17.26426053,127.8051282,123,5685.323382,75.40108343,41.5128,1011.27943,1.037209672,0.001025641,active
-35.20359334,-20.18602959,1461.580882,38.23062754,36.68749427,112.3874644,122,2378.762095,48.77255473,40.0302,1454.276545,1.035809505,0.000712251,active
-2.552240014,2.420203045,575.1741885,23.98278942,16.38436669,144.3282365,144,744.3778652,27.28328912,8.8956,1015.007759,1.034666421,0.001019368,active
8.847903297,4.713922542,1505.520232,38.80103391,39.96687199,151.8572854,158,1487.109482,38.56305852,25.2042,1017.064495,1.015034426,0.000998004,active
41.39202976,23.30396825,1052.742253,32.44598978,23.42180939,131.3433262,141,2630.6899,51.29025151,53.3736,1435.347105,1.024516135,0.000713776,active
